"","X1","X1_gv","X2","X2_gv","X4","X4_gv","X5","X5_gv"
"103122",-0.561477433802664,-0.768266692764726,-2.63002805396907,-2.08339189531323,-0.939045184228159,-1.25107917886461,-1.29691763605192,-1.15759214227278
"1047493",0.654661841441938,0.162026552291142,0.0413895167245598,0.225903223343202,0.499677368956418,0.251075562466362,1.27025471673129,0.532544175197997
"1058137",-1.22708500121444,-0.652756846334285,-1.92975975093824,-0.927614981752675,-2.75852035289215,-1.34784310019154,-1.63911130932444,-0.657597659703049
"1064007",1.13284153678365,0.399788759883496,2.29948740732203,0.667391862267032,0.473721186619842,0.398538586775582,0.793532571387369,0.429615175532756
"1066175",0.208789714037222,0.383848890989023,-0.81347575066629,-0.0861329685437944,-0.409329590653117,0.0616656509688618,-0.550532810505949,-0.076037118507439
"1066279",-0.0723113736646331,0.223045580922375,2.23308690993929,0.84860651195734,0.985952466027387,0.469475679151507,0.0518992338907045,0.243144225106763
"1066569",0.0567723046316471,0.583406655830242,-0.866813855121272,0.184907324100028,-0.363076400130795,0.376805526320924,-0.39319876913832,0.256416377170465
"106657",0.354935241294429,0.0967233822797949,-1.09690562821925,-0.199886398648074,0.635624246505137,-0.330062163473279,-0.691173710084473,-0.364316585897279
"106844",0.600617722251142,-0.149202243594915,-1.3169537881504,-0.863981481232704,-0.689272887490468,-0.323807277578312,-0.599400763754735,-0.396857677144438
"106875",1.61799256516142,0.411060713289121,0.286360013549839,0.469650889744687,-0.476901819319768,0.0921196461397754,-0.380179377215149,0.127013981746296
"107017",1.73852495877561,0.837587796117263,0.0133218264946294,-0.193588705602461,-0.554609882286417,-0.0600147511206627,0.340410532248595,0.0862765558558198
"107052",1.20011164294941,0.511205382579374,-0.595478082648216,-0.356991335192006,-0.123347025878685,-0.489388665313172,-0.720020906569228,-0.676380585519673
"107059",1.25938426191725,0.728020770590174,-0.729842261063468,-0.364833991613962,-1.56650400656951,-0.691974449873748,-0.313572010802162,-0.593761627426073
"107066",0.640882056982801,0.248431561057575,-0.504933675856876,-0.482654225949218,0.609085253696309,-0.31269706296553,-0.274246367162324,-0.536778290859421
"107103",0.29973466265139,0.256586762718806,-0.467442582977032,-0.368312916895923,0.621146896513307,0.233885006839123,0.268556075555999,0.0605865919086362
"107131",0.186100305347415,-0.017016258523833,-1.60873752164553,-0.606895183733715,-1.25901658002192,-0.402335178520096,0.130896656061391,0.375169114833902
"1079616",0.712370796925057,0.29617986239706,2.35327484796784,0.638556923399887,0.292492469335884,-0.153119534352349,0.754199061045461,0.420193814778385
"108014",0.988813470495336,0.347031985997388,0.0753618642227022,0.361576940743975,-0.334915673833968,0.349292801210203,-0.088065129309939,0.4757481993767
"1081265",1.56569127922964,0.0287253745049664,2.12227807380945,0.583368482593989,0.095156222043514,0.307410655618941,1.89801754178813,1.16040266229529
"1082612",1.48183982486128,0.269416453346768,1.91870979332785,1.00877741319365,0.542830683488659,0.487671663433945,1.61324292691272,1.09197929843744
"1093268",0.393733641509161,0.487882223353387,-1.03952982672556,-0.271731593157107,-0.592340525468158,-0.226359278766896,-0.687122358519257,-0.0142492327076983
"1101307",0.849134343273915,0.163161696617955,0.378379002488547,0.170274193338715,0.432105140289768,0.392635318950847,0.518984669200855,0.478087955815841
"1127595",0.712093898182969,0.296612166562526,0.70710956249153,-0.216195405675843,0.372312164448365,0.35060822153872,0.616791376017041,-0.196397815399763
"1193118",-1.27799364935514,-0.828145034846882,0.555164314525267,0.539950530063127,-0.411931121456784,-0.104830538126364,-1.04019568075235,-0.597350740620727
"1195398",-0.610822418458635,0.338285733435,0.0194986169488371,0.286888190763506,0.953492456681645,0.141964444814483,2.16705875252678,0.754336475219957
"1210458",-1.53023211523478,-1.00106154597194,-0.755606312230557,-0.848154517268425,1.8490609893151,-0.0088012581306951,1.40661613038461,0.47766457862016
"126114",1.67147474278739,0.891904280134548,-0.137661462302535,0.401646132404631,-0.255602770436487,0.401182923734247,-0.0151644012422478,0.0958014636095396
"126308",-0.72547478584381,-0.338466373311835,-2.721002810915,-1.19572383111171,-2.10990297644955,-0.6530650884902,-1.9721402746873,-0.44435931283229
"126309",-0.85354045405889,-0.184575849981712,-2.18622945704149,-1.24221633534788,-2.16058214794954,-1.1570659995611,-1.48047139541346,-0.485082793713422
"12867",1.68576760432745,1.15692081593347,-0.269196721319189,-0.806211575504504,-0.212643726061663,-0.434811688088216,0.347223096239814,-0.296828343943932
"1290408",-0.336269171599065,-0.400771770454436,0.0244919444779044,0.543277958042624,0.338399352186289,0.240363540053754,0.205032456353818,0.117097928097313
"1290414",-0.332376301048552,-0.609728074829903,0.919398762282456,0.49043146050364,-0.133879847022099,-0.0148828558191506,0.0801564277203308,-0.260047610470929
