
31	4	156.167343	3538.360827	2104.932405	33.396667	2138.329072	
32	4	166.688540	4148.171212	1816.356923	0.000000	1816.356923	
33	3	158.213459	5103.468564	1272.658225	864.716112	2137.374337	
34	3	165.667874	3734.019743	1651.693203	357.087026	2008.780229	
35	4	160.224268	4132.145748	1565.990197	440.876176	2006.866373	
36	6	178.778959	3583.668161	1445.252303	541.551531	1986.803833	
37	5	170.534716	2782.436589	980.648386	974.168185	1954.816572	
38	6	178.246126	3807.771576	2972.432055	918.638600	3891.070655	
39	5	164.008423	3227.402486	2140.765041	810.515168	2951.280209	
40	5	160.276616	2911.735174	1470.554741	1185.227175	2655.781915	
41	3	163.165298	4150.568289	1718.983427	230.315276	1949.298703	
42	4	170.181530	4051.174312	2351.638985	425.003261	2776.642246	
43	4	165.642415	3903.609861	2282.024927	156.164785	2438.189712	
44	2	159.666232	4907.631571	1216.874678	0.000000	1216.874678	
45	3	163.148644	4797.523826	1667.466641	129.384291	1796.850932	
46	5	161.045966	3183.591983	2332.026473	323.516869	2655.543342	
47	4	169.670581	3753.201118	2214.003708	11.423064	2225.426772	
48	4	162.877458	3957.807023	1840.217915	283.937974	2124.155889	
49	3	161.713610	4071.264217	1643.263420	184.552013	1827.815433	
50	5	147.324835	3923.712306	1947.704345	414.562790	2362.267135	
51	6	170.508845	3860.027295	2384.292633	603.488545	2987.781178	
52	3	152.217380	3511.787403	1454.300522	161.851910	1616.152433	
53	2	164.121826	3968.737206	2084.468082	0.000000	2084.468082	
54	5	161.158719	3964.291019	1749.357974	347.850925	2097.208900	
55	3	160.022442	3230.969344	1882.489157	654.368509	2536.857666	
56	4	156.431122	3241.474290	1153.172189	373.619058	1526.791247	
57	5	164.845554	2788.194880	939.494314	575.567345	1515.061659	
58	5	155.260349	4237.816436	1542.796566	420.219165	1963.015731	
59	2	158.928912	4845.212846	1483.365218	10.637769	1494.002987	
60	4	153.357060	3705.051921	1493.724592	270.535831	1764.260423	
61	4	174.481389	3804.758120	1704.607548	194.056685	1898.664233	
62	2	154.241447	3742.370143	951.743655	228.792097	1180.535752	
63	4	170.811474	2992.801261	3014.784271	749.090723	3763.874993	
64	4	169.540465	2944.274137	1663.966165	518.231045	2182.197210	
65	3	160.966335	4032.207075	2221.665753	0.000000	2221.665753	
66	4	166.186103	3335.675706	1902.819605	89.168922	1991.988527	
67	4	173.045264	3823.157600	1667.516259	328.818202	1996.334461	
68	6	165.518994	2406.514671	1561.704700	1079.222046	2640.926746	
69	4	163.414786	3837.396103	1519.290355	369.146099	1888.436455	
70	6	177.409463	2756.446911	3331.775301	740.950501	4072.725802	
71	8	156.437171	2759.474884	1392.546140	1445.303150	2837.849290	
72	4	161.635911	3267.041749	1010.281323	0.000000	1010.281323	
73	4	163.263737	3940.418552	2633.247900	76.072930	2709.320830	
74	5	155.326949	4091.681495	1851.294437	134.908646	1986.203083	
75	4	167.673186	4581.207167	1532.647833	0.000000	1532.647833	
76	5	152.906830	3948.415885	1513.946574	0.068170	1514.014744	
77	3	158.233991	4846.310798	1092.578281	413.457125	1506.035405	
78	4	161.716523	3154.197431	1579.063299	553.526677	2132.589975	
79	3	174.849548	4101.326561	1688.847650	443.445729	2132.293379	
80	5	161.124453	3632.786852	729.901139	816.463071	1546.364210	
81	3	157.372927	3563.501063	1677.449462	61.051915	1738.501378	
82	5	159.947691	3136.895858	1167.684562	1172.908211	2340.592773	
83	4	162.550583	4374.167546	827.333482	239.907583	1067.241064	
84	2	164.043526	4135.784883	1714.864577	0.000000	1714.864577	
85	4	162.498710	2607.353079	835.308841	1452.992761	2288.301601	
86	5	162.827051	3420.196680	1444.025625	1259.609412	2703.635037	
87	4	183.050235	4731.387569	1345.206520	1112.380865	2457.587385	
88	5	154.903848	4534.783322	1068.363397	768.856277	1837.219673	
89	2	173.470976	4224.693949	2414.629514	0.000000	2414.629514	
90	4	166.410425	3237.980981	2098.022753	750.204685	2848.227438	
91	3	160.849253	4617.618632	1851.912677	118.982498	1970.895174	
92	4	161.478468	3193.271105	1049.289462	247.652348	1296.941810	
93	3	160.870591	3440.262204	2069.248760	269.167639	2338.416400	
94	4	162.812128	3395.339686	2086.743386	905.644283	2992.387669	
95	5	150.800798	3404.332727	1801.811410	1020.365640	2822.177050	
96	5	154.073594	3144.173038	2231.641586	484.432227	2716.073813	
97	4	159.667094	3369.361331	1251.362229	572.369844	1823.732073	
98	3	150.370508	4470.616095	985.703895	452.353902	1438.057797	
99	3	162.714383	4591.338477	1586.064460	173.872092	1759.936552	
100	4	164.190742	3553.986910	1937.277773	391.545923	2328.823696	
101	3	158.779088	4109.679914	872.270410	512.980206	1385.250616	
102	3	177.806139	4405.213614	337.235385	445.921702	783.157087	
